"date","individual","time","pos_beh","context","substrate","hab_type","sun","therm_t","t_lo","t_hi","time_od"
2018-06-17,"SI",11:45:00,"St","RE","A","WD",25,NA,NA,NA,"l_morning"
2018-06-17,"SI",11:50:00,"St","RE","A","WD",25,33.9,27.1,37.8,"l_morning"
2018-06-17,"SI",11:55:00,"Ly","RE","A","WD",25,NA,NA,NA,"l_morning"
2018-06-17,"SI",12:00:00,"Ly","RE","A","WD",25,NA,NA,NA,"l_morning"
2018-06-17,"SI",12:05:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",12:10:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",12:15:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",12:20:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",12:25:00,"QW","So","T","WD",75,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",12:30:00,"St","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",12:35:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",12:40:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",12:45:00,"Ly","RE","A","WD",25,33.9,28.8,52.3,"e_afternoon"
2018-06-17,"SI",12:50:00,"Ly","RE","A","WD",25,34.8,29.6,52.9,"e_afternoon"
2018-06-17,"SI",12:55:00,"Ly","RE","A","WD",25,33.8,30.1,52.8,"e_afternoon"
2018-06-17,"SI",13:00:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",13:05:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",13:10:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",13:15:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",13:20:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",13:25:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",13:30:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",13:35:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",13:40:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",13:45:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",13:50:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",13:55:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",14:00:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_afternoon"
2018-06-17,"SI",14:05:00,"Ly","RE","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",14:10:00,"Ly","RE","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",14:15:00,"Ly","RE","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",14:20:00,"Ly","RE","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",14:25:00,"Ly","RE","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",14:30:00,"Ly","RE","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",14:35:00,"Ly","RE","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",14:40:00,"Ly","RE","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",14:45:00,"Ly","RE","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",14:50:00,"Ly","RE","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",14:55:00,"Ly","RE","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",15:00:00,"Ly","RE","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",15:05:00,"Ly","RE","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",15:10:00,"St","RE","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",15:15:00,"St","RE","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",15:20:00,"Sq","Fo","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",15:25:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",15:30:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",15:35:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",15:40:00,"St","RE","T","WD",0,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",15:45:00,"St","RE","T","WD",25,34.5,31.4,39.3,"l_afternoon"
2018-06-17,"SI",15:50:00,"St","RE","T","WD",25,35,31.4,39.3,"l_afternoon"
2018-06-17,"SI",15:55:00,"St","RE","T","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",16:00:00,"St","RE","T","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",16:05:00,"St","RE","T","WD",25,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",16:10:00,"St","Fo","T","WD",75,37,29,47.1,"l_afternoon"
2018-06-17,"SI",16:15:00,"St","So","T","WD",50,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",16:20:00,"St","So","T","WD",50,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",16:25:00,"St","Fo","T","WD",75,38.1,32,42.6,"l_afternoon"
2018-06-17,"SI",16:30:00,"St","RE","T","WD",75,36,31.1,41.1,"l_afternoon"
2018-06-17,"SI",16:35:00,"QW","Tv","T","GL",100,36.2,31.8,42.1,"l_afternoon"
2018-06-17,"SI",16:39:00,"BpW","Fo","T","WD",75,36.4,32.8,40,"l_afternoon"
2018-06-17,"SI",16:44:00,"QS","Tv","T","GL",50,35,26.6,38.3,"l_afternoon"
2018-06-17,"SI",16:50:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_afternoon"
2018-06-17,"SI",16:55:00,"QW","Tv","T","WD",100,39.9,30.2,44,"l_afternoon"
2018-06-17,"SI",17:00:00,"QS","Fo","T","WD",75,38.1,30.7,40.8,"evening"
2018-06-17,"SI",17:04:00,"QW","Fo","T","WD",50,38.7,31,40.3,"evening"
2018-06-17,"SI",17:10:00,"Sq","Fo","A","WD",50,NA,NA,NA,"evening"
2018-06-17,"SI",17:15:00,"St","Fo","A","WD",50,NA,NA,NA,"evening"
2018-06-17,"SI",17:19:00,"QM","Fo","A","WD",50,34.6,11.7,35.9,"evening"
2018-06-17,"SI",17:24:00,"St","RE","T","WD",25,36.1,30.4,36.3,"evening"
2018-06-17,"SI",17:29:00,"QW","Fo","T","WD",25,37.4,32.2,37.5,"evening"
2018-06-17,"SI",17:36:00,"St","RE","T","WD",25,38.7,33.2,38.8,"evening"
2018-06-17,"SI",17:40:00,"QS","Fo","T","WD",50,36.6,31.4,39.3,"evening"
2018-06-17,"SI",17:43:00,"BpS","So","T","WD",50,34.3,30.2,35.8,"evening"
2018-06-17,"SI",17:50:00,"St","Fo","A","WD",25,NA,NA,NA,"evening"
2018-06-17,"SI",17:54:00,"QW","Tv","T","WD",25,36.8,29.7,39.3,"evening"
2018-06-17,"SI",17:59:00,"QS","Fo","T","WD",25,38.2,30.6,39.2,"evening"
2018-06-17,"SI",18:05:00,"St","Fo","T","WD",25,NA,NA,NA,"evening"
2018-06-17,"SI",18:10:00,"St","RE","T","WD",25,NA,NA,NA,"evening"
2018-06-17,"SI",18:15:00,"St","RE","T","WD",25,NA,NA,NA,"evening"
2018-06-17,"SI",18:20:00,"St","Fo","A","WD",25,NA,NA,NA,"evening"
2018-06-17,"SI",18:25:00,"St","Fo","A","WD",25,NA,NA,NA,"evening"
2018-06-17,"SI",18:30:00,"St","Fo","A","WD",25,NA,NA,NA,"evening"
2018-06-17,"SI",18:35:00,"QW","Tv","T","WD",0,NA,NA,NA,"evening"
2018-06-17,"SI",18:40:00,"QW","Tv","T","WD",0,NA,NA,NA,"evening"
2018-06-17,"SI",18:45:00,"QW","Tv","T","WD",0,NA,NA,NA,"evening"
2018-06-17,"SI",18:50:00,"St","RE","T","GA",0,33.7,27.6,35.5,"evening"
2018-06-17,"SI",18:55:00,"St","RE","A","GA",0,33.7,26.6,36.9,"evening"
2018-06-17,"SI",19:00:00,"St","RE","T","GA",0,NA,NA,NA,"evening"
2018-06-17,"SI",19:05:00,"St","RE","T","GA",0,NA,NA,NA,"evening"
2018-06-17,"SI",19:10:00,"NA","NA","NA","NA",NA,NA,NA,NA,"evening"
2018-06-17,"SI",19:15:00,"Ly","RE","A","GA",0,NA,NA,NA,"evening"
2018-06-17,"SI",19:20:00,"QW","Tv","T","GL",0,NA,NA,NA,"evening"
2018-06-19,"DF",06:25:00,"QW","So","T","WD",0,NA,NA,NA,"e_morning"
2018-06-19,"DF",06:30:00,"St","RE","T","WD",0,NA,NA,NA,"e_morning"
2018-06-19,"DF",06:35:00,"Ly","RE","T","WD",0,NA,NA,NA,"e_morning"
2018-06-19,"DF",06:40:00,"Ly","RE","T","WD",0,29.9,23,30.1,"e_morning"
2018-06-19,"DF",06:45:00,"Ly","RE","T","WD",0,NA,NA,NA,"e_morning"
2018-06-19,"DF",06:50:00,"Ly","RE","T","WD",0,NA,NA,NA,"e_morning"
2018-06-19,"DF",06:54:00,"QW","Tv","T","WD",0,33.8,23.5,31.9,"e_morning"
2018-06-19,"DF",07:01:00,"St","RE","T","WD",0,NA,NA,NA,"e_morning"
2018-06-19,"DF",07:05:00,"QW","Tv","T","WD",0,31.3,24.6,34,"e_morning"
2018-06-19,"DF",07:10:00,"St","RE","T","WD",0,31,22.3,30.6,"e_morning"
2018-06-19,"DF",07:15:00,"QW","Tv","T","WD",0,30.6,23.7,29.9,"e_morning"
2018-06-19,"DF",07:20:00,"QW","Tv","T","WD",0,29.5,24.3,21.3,"e_morning"
2018-06-19,"DF",07:25:00,"QW","Tv","T","WD",0,29.9,21.3,32.2,"e_morning"
2018-06-19,"DF",07:31:00,"QW","So","T","WD",0,32.5,23.5,31.4,"e_morning"
2018-06-19,"DF",07:34:00,"QW","Tv","T","WD",0,33.2,25.1,32.3,"e_morning"
2018-06-19,"DF",07:39:00,"QW","Tv","T","WD",25,34.2,24.9,33.7,"e_morning"
2018-06-19,"DF",07:45:00,"Ly","RE","T","WD",25,NA,NA,NA,"e_morning"
2018-06-19,"DF",07:50:00,"Ly","RE","T","WD",25,NA,NA,NA,"e_morning"
2018-06-19,"DF",07:55:00,"Ly","RE","T","WD",25,NA,NA,NA,"e_morning"
2018-06-19,"DF",08:00:00,"QW","Tv","T","WD",25,35.7,25.5,34.2,"e_morning"
2018-06-19,"DF",08:05:00,"St","Fo","A","WD",25,NA,NA,NA,"e_morning"
2018-06-19,"DF",08:10:00,"St","Fo","A","WD",25,NA,NA,NA,"e_morning"
2018-06-19,"DF",08:15:00,"Ly","RE","A","WD",25,NA,NA,NA,"e_morning"
2018-06-19,"DF",08:20:00,"Ly","RE","A","WD",25,30.2,24.3,31.5,"e_morning"
2018-06-19,"DF",08:25:00,"Ly","RE","A","WD",25,27.2,23.4,31.1,"e_morning"
2018-06-19,"DF",08:30:00,"Ly","RE","A","WD",25,31.2,25.4,34.5,"e_morning"
2018-06-19,"DF",08:35:00,"Ly","RE","A","WD",25,29.1,24.4,32.4,"e_morning"
2018-06-19,"DF",08:41:00,"Ly","RE","A","WD",25,30,24.5,32.4,"e_morning"
2018-06-19,"DF",08:45:00,"Ly","RE","A","WD",25,30.9,25.1,33.3,"e_morning"
2018-06-19,"DF",08:50:00,"Ly","RE","A","WD",25,29.5,25,31.7,"e_morning"
2018-06-19,"DF",08:55:00,"Ly","RE","A","WD",25,29.8,25.2,32.6,"e_morning"
2018-06-19,"DF",09:00:00,"QW","Tv","T","WD",25,NA,NA,NA,"e_morning"
2018-06-19,"DF",09:05:00,"Ly","RE","T","WD",25,NA,NA,NA,"l_morning"
2018-06-19,"DF",09:10:00,"QW","Tv","T","WD",25,NA,NA,NA,"l_morning"
2018-06-19,"DF",09:15:00,"St","So","T","WD",25,NA,NA,NA,"l_morning"
2018-06-19,"DF",09:20:00,"QW","Tv","T","GL",75,NA,NA,NA,"l_morning"
2018-06-19,"DF",09:25:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-19,"DF",09:31:00,"QW","Tv","T","WD",25,34.5,26.6,35.3,"l_morning"
2018-06-19,"DF",09:35:00,"NA","RE","T","WD",25,NA,NA,NA,"l_morning"
2018-06-19,"DF",09:40:00,"NA","RE","T","WD",25,NA,NA,NA,"l_morning"
2018-06-19,"DF",09:45:00,"NA","RE","T","WD",25,NA,NA,NA,"l_morning"
2018-06-19,"DF",09:51:00,"St","RE","T","WD",50,32.4,26.3,35.2,"l_morning"
2018-06-19,"DF",09:55:00,"QW","Tv","T","WD",50,35.8,27.6,35.4,"l_morning"
2018-06-19,"DF",10:00:00,"St","RE","T","WD",25,NA,NA,NA,"l_morning"
2018-06-19,"BI",10:05:00,"Abp","Fo","T","WD",50,33,26.4,35.3,"l_morning"
2018-06-19,"BI",10:05:00,"Abp","Fo","T","WD",50,34.9,26.4,35.3,"l_morning"
2018-06-19,"DF",10:05:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-19,"DF",10:10:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-19,"DF",10:15:00,"St","RE","T","WD",0,37.9,31.1,38.1,"l_morning"
2018-06-19,"DF",10:20:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-19,"DF",10:25:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-19,"DF",10:30:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-19,"DF",10:35:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-19,"DF",10:40:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-19,"DF",10:45:00,"St","RE","T","WD",25,NA,NA,NA,"l_morning"
2018-06-19,"DF",10:50:00,"Ly","RE","T","WD",25,NA,NA,NA,"l_morning"
2018-06-19,"DF",10:55:00,"St","RE","T","WD",25,35.5,27.5,37.5,"l_morning"
2018-06-19,"DF",11:00:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-19,"DF",11:05:00,"St","RE","T","WD",50,NA,NA,NA,"l_morning"
2018-06-19,"DF",11:10:00,"St","RE","T","WD",50,NA,NA,NA,"l_morning"
2018-06-19,"DF",11:15:00,"St","RE","T","WD",50,NA,NA,NA,"l_morning"
2018-06-19,"DF",11:20:00,"St","RE","T","WD",50,NA,NA,NA,"l_morning"
2018-06-19,"DF",11:25:00,"St","RE","T","WD",25,NA,NA,NA,"l_morning"
2018-06-19,"DF",11:30:00,"St","RE","T","WD",25,NA,NA,NA,"l_morning"
2018-06-19,"DF",11:35:00,"Ly","RE","T","WD",25,NA,NA,NA,"l_morning"
2018-06-19,"DF",11:40:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-19,"DF",11:45:00,"St","RE","T","WD",25,35.5,27.9,38.2,"l_morning"
2018-06-19,"DF",11:50:00,"St","RE","T","WD",25,35.2,29.2,39,"l_morning"
2018-06-19,"DF",11:55:00,"Ly","RE","T","WD",25,NA,NA,NA,"l_morning"
2018-06-19,"DF",11:58:00,"Abp","So","T","WD",25,37.2,28.6,40.3,"l_morning"
2018-06-19,"DF",12:00:00,"QW","Tv","T","WD",50,NA,NA,NA,"l_morning"
2018-06-19,"DF",12:04:00,"VC","So","A","WD",50,36.7,42,31.5,"e_afternoon"
2018-06-19,"DF",12:10:00,"St","So","T","WD",50,NA,NA,NA,"e_afternoon"
2018-06-19,"DF",12:14:00,"St","So","T","WD",25,36.4,30.4,47.6,"e_afternoon"
2018-06-19,"DF",12:20:00,"St","So","T","WD",25,35,29.1,42.6,"e_afternoon"
2018-06-19,"DF",12:25:00,"St","So","T","WD",25,38.6,29.3,41.7,"e_afternoon"
2018-06-19,"DF",12:30:00,"QW","Tv","T","WD",50,NA,NA,NA,"e_afternoon"
2018-06-19,"DF",12:35:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_afternoon"
2018-06-19,"MI",12:39:00,"Abp","Fo","T","WD",75,38.1,28.7,40.1,"e_afternoon"
2018-06-19,"DF",12:40:00,"QW","Tv","T","WD",50,37.6,27.6,40.8,"e_afternoon"
2018-06-19,"DF",12:45:00,"St","Fo","A","WD",50,38.4,19.8,39.5,"e_afternoon"
2018-06-19,"DF",12:50:00,"St","Fo","A","WD",50,NA,NA,NA,"e_afternoon"
2018-06-19,"DF",12:55:00,"St","So","T","WD",25,38.9,32,38.8,"e_afternoon"
2018-06-19,"DF",13:00:00,"St","So","T","WD",25,37.7,30.3,38,"e_afternoon"
2018-06-19,"DF",13:05:00,"St","So","T","WD",25,NA,NA,NA,"e_afternoon"
2018-06-19,"DF",13:10:00,"QW","Tv","T","WD",50,NA,NA,NA,"e_afternoon"
2018-06-19,"DF",13:15:00,"St","So","T","WD",25,NA,NA,NA,"e_afternoon"
2018-06-19,"DF",13:20:00,"St","So","T","WD",25,37.5,28,44.3,"e_afternoon"
2018-06-19,"DF",13:25:00,"St","RE","T","WD",25,38.6,30.3,40.9,"e_afternoon"
2018-06-19,"DF",13:30:00,"St","RE","T","WD",25,NA,NA,NA,"e_afternoon"
2018-06-19,"DF",13:35:00,"St","RE","T","WD",25,37.8,29.9,40.9,"e_afternoon"
2018-06-19,"DF",13:39:00,"St","RE","T","WD",25,37.8,29.3,41.2,"e_afternoon"
2018-06-19,"DF",13:45:00,"Ly","RE","T","WD",25,NA,NA,NA,"e_afternoon"
2018-06-19,"DF",13:50:00,"Ly","RE","T","WD",25,NA,NA,NA,"e_afternoon"
2018-06-19,"DF",13:55:00,"St","So","T","WD",25,NA,NA,NA,"e_afternoon"
2018-06-19,"DF",14:00:00,"Ly","RE","T","WD",25,NA,NA,NA,"e_afternoon"
2018-06-19,"DF",14:05:00,"Ly","RE","T","WD",25,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",14:10:00,"Ly","RE","T","WD",25,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",14:15:00,"Ly","RE","T","WD",25,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",14:20:00,"Ly","RE","T","WD",25,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",14:25:00,"Ly","RE","T","WD",25,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",14:30:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",14:35:00,"St","RE","T","WD",25,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",14:39:00,"QS","So","T","WD",25,36.7,27.6,38.2,"l_afternoon"
2018-06-19,"DF",14:45:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",14:50:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",14:55:00,"QS","Tv","T","WD",75,39.7,32.7,50.3,"l_afternoon"
2018-06-19,"DF",15:01:00,"QW","Tv","T","WD",75,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",15:04:00,"QW","Fo","T","WD",75,37.1,30.3,46.3,"l_afternoon"
2018-06-19,"DF",15:10:00,"QW","Tv","T","WD",75,41.4,32,55.6,"l_afternoon"
2018-06-19,"DF",15:15:00,"QW","So","T","WD",50,33.7,27.7,35.5,"l_afternoon"
2018-06-19,"DF",15:20:00,"St","Fo","T","WD",25,39.9,30.9,40.5,"l_afternoon"
2018-06-19,"DF",15:25:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",15:30:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",15:36:00,"QS","So","T","WD",75,39.1,29.8,40.3,"l_afternoon"
2018-06-19,"DF",15:40:00,"QW","Tv","T","WD",100,40.4,31,41,"l_afternoon"
2018-06-19,"DF",15:45:00,"St","So","T","WD",50,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",15:50:00,"St","RE","T","WD",50,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",15:55:00,"St","RE","T","WD",50,39.3,28.9,42.1,"l_afternoon"
2018-06-19,"DF",16:00:00,"St","RE","T","WD",50,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",16:06:00,"QW","Tv","T","WD",50,37.4,29.5,46.4,"l_afternoon"
2018-06-19,"DF",16:09:00,"Abp","Fo","T","WD",50,38.8,31.1,44.8,"l_afternoon"
2018-06-19,"DF",16:15:00,"VC","Fo","A","WD",50,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",16:20:00,"St","Fo","A","WD",25,37.9,16.3,38.8,"l_afternoon"
2018-06-19,"DF",16:25:00,"St","Fo","A","WD",25,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",16:30:00,"QW","Tv","T","WD",25,39.8,31.9,40.5,"l_afternoon"
2018-06-19,"DF",16:35:00,"St","RE","T","WD",0,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",16:40:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",16:45:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",16:50:00,"QW","Tv","T","WD",75,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",16:55:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_afternoon"
2018-06-19,"DF",17:00:00,"Ly","RE","T","WD",0,NA,NA,NA,"evening"
2018-06-19,"DF",17:05:00,"Ly","RE","T","WD",0,NA,NA,NA,"evening"
2018-06-19,"DF",17:10:00,"St","Tv","T","WD",25,35,28.2,36.2,"evening"
2018-06-19,"DF",17:16:00,"QW","Fo","T","WD",25,35.9,31.3,39.4,"evening"
2018-06-19,"DF",17:20:00,"QW","Tv","T","WD",25,36.9,31.2,39.3,"evening"
2018-06-19,"DF",17:25:00,"Abp","Fo","T","WD",25,36.4,32,39,"evening"
2018-06-19,"DF",17:30:00,"QW","Fo","T","WD",25,35.7,30.6,37.2,"evening"
2018-06-19,"DF",17:33:00,"BpS","Tv","T","WD",25,39.1,31.2,40.3,"evening"
2018-06-19,"KL",17:35:00,"BpS","Fo","T","WD",25,32.5,27.8,33.4,"evening"
2018-06-19,"KL",17:36:00,"BpS","So","T","WD",25,36.2,29.7,36.5,"evening"
2018-06-19,"DW",17:38:00,"Abp","Fo","T","WD",25,31,27.2,34,"evening"
2018-06-19,"DF",17:40:00,"QS","Fo","T","WD",25,36.9,31.6,37.2,"evening"
2018-06-19,"DF",17:44:00,"St","Fo","T","BM",25,33.7,28.9,35.9,"evening"
2018-06-19,"DF",17:50:00,"St","RE","T","WD",25,NA,NA,NA,"evening"
2018-06-19,"DF",17:55:00,"Ly","RE","T","WD",25,NA,NA,NA,"evening"
2018-06-19,"DF",18:00:00,"NA","NA","NA","NA",NA,NA,NA,NA,"evening"
2018-06-19,"DF",18:05:00,"St","RE","T","WD",0,35.6,32,37.3,"evening"
2018-06-19,"DF",18:10:00,"St","So","T","WD",0,NA,NA,NA,"evening"
2018-06-19,"DF",18:15:00,"Ly","RE","T","WD",0,NA,NA,NA,"evening"
2018-06-19,"DF",18:20:00,"St","RE","T","WD",0,NA,NA,NA,"evening"
2018-06-19,"DF",18:25:00,"Ly","RE","T","WD",0,NA,NA,NA,"evening"
2018-06-21,"LP",06:25:00,"St","Fo","A","WD",0,NA,NA,NA,"e_morning"
2018-06-21,"LP",06:30:00,"St","Fo","A","WD",0,NA,NA,NA,"e_morning"
2018-06-21,"JM",06:30:00,"BpW","So","T","WD",0,32.5,25.3,31.4,"e_morning"
2018-06-21,"JM",06:32:00,"BpW","So","T","GL",0,29.7,22.1,28.5,"e_morning"
2018-06-21,"LP",06:35:00,"Sq","Fo","A","WD",0,NA,NA,NA,"e_morning"
2018-06-21,"LP",06:39:00,"St","Tv","T","BMWD",0,31.3,25.2,30.4,"e_morning"
2018-06-21,"LP",06:45:00,"St","Fo","A","BMWD",0,31.5,16.4,32.1,"e_morning"
2018-06-21,"LP",06:50:00,"St","Fo","A","BMWD",0,32,17.1,32,"e_morning"
2018-06-21,"LP",06:55:00,"QW","Fo","T","BM",0,NA,NA,NA,"e_morning"
2018-06-21,"LP",07:00:00,"QW","Fo","T","BMWD",0,26.1,21.1,28.5,"e_morning"
2018-06-21,"LP",07:05:00,"QW","Tv","T","GL",0,34.6,27.1,33.7,"e_morning"
2018-06-21,"LP",07:10:00,"QW","So","T","GL",0,NA,NA,NA,"e_morning"
2018-06-21,"LP",07:15:00,"St","RE","T","BMWD",0,NA,NA,NA,"e_morning"
2018-06-21,"LP",07:21:00,"QW","Tv","T","BMWD",0,30.6,24.5,31.2,"e_morning"
2018-06-21,"LP",07:25:00,"QW","Tv","T","BMWD",0,NA,NA,NA,"e_morning"
2018-06-21,"LP",07:30:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_morning"
2018-06-21,"LP",07:35:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_morning"
2018-06-21,"LP",07:39:00,"Sq","Fo","T","BM",25,32.8,25,33,"e_morning"
2018-06-21,"LP",07:45:00,"QW","Fo","T","BM",25,30.5,25.6,32.1,"e_morning"
2018-06-21,"LP",07:50:00,"St","RE","T","BM",25,NA,NA,NA,"e_morning"
2018-06-21,"LP",07:55:00,"QW","Tv","T","GL",25,NA,NA,NA,"e_morning"
2018-06-21,"LP",08:00:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_morning"
2018-06-21,"LP",08:05:00,"QW","Tv","T","BMWD",25,NA,NA,NA,"e_morning"
2018-06-21,"LP",08:10:00,"QW","Tv","T","BMWD",25,NA,NA,NA,"e_morning"
2018-06-21,"LP",08:15:00,"QW","So","T","WD",25,NA,NA,NA,"e_morning"
2018-06-21,"LP",08:20:00,"NA","Fo","NA","NA",NA,NA,NA,NA,"e_morning"
2018-06-21,"LP",08:25:00,"NA","Tv","NA","NA",NA,NA,NA,NA,"e_morning"
2018-06-21,"LP",08:30:00,"QM","Fo","A","WD",0,NA,NA,NA,"e_morning"
2018-06-21,"LP",08:35:00,"QS","Fo","A","WD",0,NA,NA,NA,"e_morning"
2018-06-21,"LP",08:40:00,"St","Fo","A","WD",0,NA,NA,NA,"e_morning"
2018-06-21,"LP",08:45:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_morning"
2018-06-21,"LP",08:50:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_morning"
2018-06-21,"LP",08:55:00,"QW","Tv","T","WD",25,NA,NA,NA,"e_morning"
2018-06-21,"LP",09:00:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_morning"
2018-06-21,"LP",09:05:00,"QS","So","T","WD",25,32.9,25.1,33.6,"l_morning"
2018-06-21,"LP",09:10:00,"QW","Tv","T","WD",25,NA,NA,NA,"l_morning"
2018-06-21,"LP",09:15:00,"QW","Tv","T","WD",25,NA,NA,NA,"l_morning"
2018-06-21,"LP",09:20:00,"QW","Tv","T","WD",25,NA,NA,NA,"l_morning"
2018-06-21,"LP",09:25:00,"QW","Tv","T","WD",25,NA,NA,NA,"l_morning"
2018-06-21,"LP",09:30:00,"QW","Tv","T","WD",25,NA,NA,NA,"l_morning"
2018-06-21,"LP",09:35:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
