date,individual,time,pos_beh,context,substrate,hab_type,sun,temp,t_lo,t_hi
2018-07-05,Mi,13:45,Ly,RE,T,WD,25,Os,Os,Os
2018-07-05,Mi,13:50,Ly,RE,T,WD,25,Os,Os,Os
2018-07-05,Mi,13:55,Ly,RE,T,WD,25,Os,Os,Os
2018-07-05,Mi,14:00,Ly,RE,T,WD,25,Os,Os,Os
2018-07-05,Mi,14:05,Ly,RE,T,WD,25,Os,Os,Os
2018-07-05,Mi,14:10,Ly,RE,T,WD,25,Os,Os,Os
2018-07-05,Mi,14:15,St,RE,T,WD,25,32,27,39
2018-07-05,Mi,14:20,St,So,T,WD,25,Os,Os,Os
2018-07-05,Mi,14:25,St,Fo,T,WD,25,35.5,27.3,36.4
2018-07-05,Mi,14:30,St,So,A,WD,25,35,27.7,35.5
2018-07-05,Mi,14:35,QS,Fo,A,WD,25,Os,Os,Os
2018-07-05,Mi,14:40,St,Fo,A,WD,25,Os,Os,Os
2018-07-05,Mi,14:45,Ly,RE,A,WD,25,Os,Os,Os
2018-07-05,Mi,14:50,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,14:55,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-05,Mi,15:00,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-05,Mi,15:05,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-05,Mi,15:10,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-05,Mi,15:15,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-05,Mi,15:20,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-05,Mi,15:26,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-05,BO,15:30,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,BO,15:35,St,RE,A,WD,0,Os,Os,Os
2018-07-05,BO,15:40,QW,Tv,A,WD,0,Os,Os,Os
2018-07-05,DW,15:45,VC,Tv,A,WD,25,33.5,22.6,34
2018-07-05,DW,15:50,St,RE,A,WD,0,Os,Os,Os
2018-07-05,DW,15:55,VC,Tv,A,WD,25,34.3,25.9,34.5
2018-07-05,DW,16:00,St,RE,A,WD,0,Os,Os,Os
2018-07-05,DW,16:05,St,So,A,WD,25,36.6,20.6,36.6
2018-07-05,DW,16:10,Ly,RE,A,WD,0,34.3,22.5,35
2018-07-05,DW,16:15,Ly,RE,A,WD,0,33.7,20.8,33.7
2018-07-05,DW,16:20,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,DW,16:25,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,DW,16:30,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,DW,16:35,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,DW,16:40,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,DW,16:45,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,DW,16:50,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,DW,16:55,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,DW,17:00,St,RE,A,WD,25,Os,Os,Os
2018-07-05,DW,17:05,St,RE,A,WD,25,Os,Os,Os
2018-07-05,DW,17:11,St,Fo,A,WD,25,34.2,18.5,34.3
2018-07-05,DW,17:14,Abp,Fo,A,WD,25,33.9,19.4,34.1
2018-07-05,DW,17:19,ABpW,Fo,A,WD,25,33.3,20.3,34.6
2018-07-05,DW,17:19,VC,Fo,A,WD,25,33.8,26.8,34.3
2018-07-05,DW,17:22,Br,Fo,A,WD,25,33.8,26.8,34.3
2018-07-05,DW,17:25,QW,Tv,T,WD,50,34.7,28.3,34.8
2018-07-05,DW,17:25,Abp,Fo,T,WD,50,34.2,28.2,35.1
2018-07-05,DW,17:29,VC,Tv,A,WD,50,35.2,27.9,35
2018-07-05,DW,17:35,St,Fo,A,WD,25,Os,Os,Os
2018-07-05,DW,17:40,St,Fo,A,WD,25,Os,Os,Os
2018-07-05,DW,17:45,Ly,RE,A,WD,25,Os,Os,Os
2018-07-05,DW,17:50,Ly,RE,A,WD,25,Os,Os,Os
2018-07-05,DW,17:55,Ly,RE,A,WD,25,Os,Os,Os
2018-07-05,DW,18:00,Ly,RE,A,WD,25,Os,Os,Os
2018-07-05,DW,18:05,St,RE,A,WD,25,Os,Os,Os
2018-07-05,DW,18:10,St,Fo,A,WD,25,Os,Os,Os
2018-07-05,DW,18:15,QW,Tv,T,WD,50,Os,Os,Os
2018-07-05,DW,18:20,QW,Tv,T,WD,50,Os,Os,Os
2018-07-05,JM,18:23,Abp,Fo,T,WD,50,34.8,28.1,35
2018-07-05,DW,18:25,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-05,DW,18:30,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-05,DW,18:35,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-05,DW,18:40,Ly,RE,A,WD,25,Os,Os,Os
2018-07-05,DW,18:45,Ly,RE,A,WD,25,Os,Os,Os
2018-07-05,DW,18:50,St,RE,A,WD,25,Os,Os,Os
2018-07-05,DW,18:55,Ly,RE,A,WD,25,Os,Os,Os
2018-07-05,DW,19:00,Ly,RE,A,WD,25,Os,Os,Os
2018-07-05,DW,19:05,Ly,RE,A,WD,25,Os,Os,Os
2018-07-05,DW,19:10,Ly,RE,A,WD,25,Os,Os,Os
2018-07-07,LX,7:20,St,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,7:25,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,7:30,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,7:35,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,7:40,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,7:45,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,7:50,Ly,RE,A,WD,25,Os,Os,Os
2018-07-07,LX,7:55,St,RE,A,WD,50,Os,Os,Os
2018-07-07,LX,8:00,QW,Tv,T,WD,25,Os,Os,Os
2018-07-07,LX,8:05,St,Fo,A,WD,25,Os,Os,Os
2018-07-07,LX,8:10,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-07,LX,8:15,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-07,LX,8:20,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-07,LX,8:25,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-07,LX,8:30,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-07,LX,8:35,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-07,LX,8:40,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-07,LX,8:45,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-07,LX,8:50,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-07,LX,8:55,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-07,LX,9:00,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,9:05,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,9:10,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,9:15,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,9:20,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,9:25,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,9:30,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,9:35,St,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,9:40,St,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,9:45,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,9:50,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,9:55,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,10:00,St,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,10:05,QW,Fo,T,WD,50,Os,Os,Os
2018-07-07,LX,10:10,QW,Tv,T,WD,50,Os,Os,Os
2018-07-07,LX,10:15,QW,Tv,T,WD,50,Os,Os,Os
2018-07-07,LX,10:20,QW,Fo,T,WD,50,Os,Os,Os
2018-07-07,LX,10:25,St,Fo,T,WD,25,Os,Os,Os
2018-07-07,LX,10:30,QW,Fo,T,WD,25,Os,Os,Os
2018-07-07,LX,10:35,QW,Tv,T,WD,25,Os,Os,Os
2018-07-07,LX,10:40,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,10:45,St,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,10:50,St,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,10:55,St,So,A,WD,0,Os,Os,Os
2018-07-07,LX,11:00,St,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,11:05,St,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,11:10,St,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,11:15,St,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,11:20,Abp,Fo,T,WD,25,Os,Os,Os
2018-07-07,LX,11:25,Abp,Fo,T,WD,25,Os,Os,Os
2018-07-07,LX,11:30,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-07,LX,11:35,St,Fo,T,WD,25,Os,Os,Os
2018-07-07,LX,11:40,St,Fo,A,WD,75,Os,Os,Os
2018-07-07,LX,11:45,St,Fo,A,WD,75,Os,Os,Os
2018-07-07,LX,11:50,QS,Fo,T,WD,75,Os,Os,Os
2018-07-07,LX,11:55,QW,Tv,T,WD,50,Os,Os,Os
2018-07-07,LX,12:00,St,RE,W/T,BMWD,50,Os,Os,Os
2018-07-07,LX,12:05,St,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,12:10,St,Fo,A,BMWD,25,Os,Os,Os
2018-07-07,LX,12:15,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,12:20,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,12:25,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,12:30,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,12:35,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,12:40,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,12:45,QW,Tv,T,BMWD,25,Os,Os,Os
2018-07-07,LX,12:50,QW,Tv,T,BMWD,25,Os,Os,Os
2018-07-07,LX,12:55,QS,Fo,T,WD,25,Os,Os,Os
2018-07-07,LX,13:00,St,RE,A,WD,25,Os,Os,Os
2018-07-07,LX,13:05,QS,Fo,T,WD,25,Os,Os,Os
2018-07-07,LX,13:10,St,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,13:15,St,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,13:20,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,13:25,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-07,LX,13:30,St,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,13:35,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,13:40,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,13:45,St,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,13:50,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,13:55,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,14:00,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,14:05,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,14:10,Ly,RE,A,WD,0,Os,Os,Os
2018-07-07,LX,14:15,QW,Fo,T,WD,50,Os,Os,Os
2018-07-07,LX,14:20,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-07,LX,14:25,QW,Fo,T,BMWD,75,Os,Os,Os
2018-07-07,LX,14:30,QW,Fo,T,BMWD,50,Os,Os,Os
2018-07-07,LX,14:35,QW,Fo,T,BMWD,50,Os,Os,Os
2018-07-07,LX,14:40,St,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,14:45,St,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,14:50,St,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,14:55,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,15:00,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,15:05,St,RE,W/T,BMWD,25,Os,Os,Os
2018-07-07,LX,15:10,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,15:15,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,15:20,St,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,15:25,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,15:30,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,15:35,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,15:40,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,15:45,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,15:50,St,Fo,A,BMWD,25,Os,Os,Os
2018-07-07,LX,15:55,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,16:00,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,16:05,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,16:10,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,16:15,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,16:20,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,16:25,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,16:30,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,16:35,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,16:40,St,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,16:45,VC,Tv,A,BMWD,25,Os,Os,Os
2018-07-07,LX,16:50,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,16:55,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,17:00,Ly,RE,A,BMWD,25,Os,Os,Os
2018-07-07,LX,17:05,QW,Tv,T,BMWD,25,Os,Os,Os
2018-07-07,LX,17:10,St,Fo,A,BMWD,25,Os,Os,Os
2018-07-07,LX,17:15,St,Fo,A,BMWD,50,Os,Os,Os
2018-07-07,LX,17:20,St,Fo,A,BMWD,50,Os,Os,Os
2018-07-07,LX,17:25,St,RE,W/T,BMWD,0,Os,Os,Os
2018-07-07,LX,17:30,St,RE,W/T,BMWD,0,Os,Os,Os
2018-07-07,LX,17:35,QW,Tv,T,BMWD,50,Os,Os,Os
2018-07-07,LX,17:40,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-07,LX,17:45,QW,Fo,T,BMWD,0,Os,Os,Os
2018-07-07,LX,17:50,St,RE,T,BMWD,0,Os,Os,Os
2018-07-07,LX,17:55,Abp,Fo,A,BMWD,25,Os,Os,Os
2018-07-07,LX,18:00,Cb,Tv,A,BMWD,25,Os,Os,Os
2018-07-07,LX,18:05,QW,Tv,T,BMWD,25,Os,Os,Os
2018-07-08,DW,6:30,St,Fo,A,BMWD,0,Os,Os,Os
2018-07-08,DW,6:35,St,Fo,A,BMWD,0,Os,Os,Os
2018-07-08,DW,6:40,QW,Tv,T,BMWD,0,Os,Os,Os
2018-07-08,DW,6:44,Abp,Fo,T,WD,25,30.2,21.7,30.6
2018-07-08,DW,6:50,St,RE,A,WD,0,Os,Os,Os
2018-07-08,DW,6:53,BpS,Tv,T,WD,25,29.5,22.3,30.3
2018-07-08,DW,6:53,BpS,Tv,T,WD,25,29.6,22.3,30.3
2018-07-08,DW,6:53,BpS,Tv,T,WD,25,28.1,22.2,30.3
2018-07-08,DW,6:55,QW,Tv,T,WD,25,Os,Os,Os
2018-07-08,DW,7:00,QW,So,T,WD,25,Os,Os,Os
2018-07-08,DW,7:05,QW,So,T,WD,25,Os,Os,Os
2018-07-08,DW,7:11,QW,Tv,T,GL,25,30.6,22.7,32
2018-07-08,DW,7:15,Abp,Fo,T,WD,25,31.5,22.1,31.3
2018-07-08,Lp,7:17,Abp,Fo,T,WD,25,28.2,22.3,33.3
2018-07-08,DW,7:20,St,RE,A,WD,25,Os,Os,Os
2018-07-08,DW,7:25,St,RE,A,WD,0,Os,Os,Os
2018-07-08,DW,7:30,St,RE,A,WD,0,Os,Os,Os
2018-07-08,DW,7:35,QS,Fo,T,WD,25,32.5,22.1,32.8
2018-07-08,DW,7:41,QS,Fo,T,WD,25,30.7,21.8,32.3
2018-07-08,DW,7:44,QW,Fo,T,WD,25,31.5,22.2,32.8
2018-07-08,DW,7:51,QW,Tv,T,WD,25,32.9,23.3,32.9
2018-07-08,DW,7:55,St,Fo,A,WD,25,Os,Os,Os
2018-07-08,DW,8:00,St,Fo,T,WD,25,Os,Os,Os
2018-07-08,DW,8:05,QW,Fo,T,WD,25,Os,Os,Os
2018-07-08,DW,8:10,St,Fo,T,WD,25,Os,Os,Os
2018-07-08,DW,8:14,St,Fo,T,WD,25,32.4,21.7,34
2018-07-08,DW,8:20,QW,Fo,T,WD,25,Os,Os,Os
2018-07-08,DW,8:24,QS,Fo,T,BMWD,25,30.3,22.4,32.9
2018-07-08,DW,8:30,St,Fo,A,BMWD,25,Os,Os,Os
2018-07-08,DW,8:35,QW,Tv,T,BMWD,25,Os,Os,Os
2018-07-08,DW,8:40,QW,Tv,T,BMWD,25,Os,Os,Os
2018-07-08,DW,8:45,St,RE,A,WD,25,30.9,23.5,31.7
2018-07-08,DW,8:50,St,RE,A,WD,25,31.3,22.8,31.4
2018-07-08,DW,8:57,QW,Tv,T,WD,25,32.4,23.7,33.8
2018-07-08,DW,9:00,St,RE,A,WD,25,Os,Os,Os
2018-07-08,DW,9:05,VC,Tv,A,WD,25,Os,Os,Os
2018-07-08,DW,9:10,St,RE,A,WD,25,Os,Os,Os
2018-07-08,DW,9:15,St,RE,A,WD,25,Os,Os,Os
2018-07-08,DW,9:20,QW,Tv,T,BMWD,25,Os,Os,Os
2018-07-08,DW,9:25,QW,Tv,T,BMWD,50,33.6,24.4,32.1
2018-07-08,DW,9:30,St,Fo,T,BMWD,25,Os,Os,Os
2018-07-08,DW,9:35,St,Fo,T,BMWD,25,Os,Os,Os
2018-07-08,DW,9:39,QW,Fo,T,BMWD,25,32.5,25.4,34.1
2018-07-08,DW,9:45,QW,Tv,T,BMWD,25,Os,Os,Os
2018-07-08,DW,9:50,QW,Tv,T,BMWD,25,33.5,24.8,33.9
2018-07-08,DW,9:55,St,Fo,A,BMWD,25,Os,Os,Os
2018-07-08,DW,10:00,St,Fo,A,BMWD,25,31.1,21.4,31.7
2018-07-08,DW,10:05,St,RE,A,BMWD,25,Os,Os,Os
2018-07-08,DW,10:10,St,So,A,BMWD,25,32.9,11.6,33.6
2018-07-08,DW,10:15,St,So,A,BMWD,25,Os,Os,Os
2018-07-08,DW,10:20,VC,Tv,A,BMWD,50,32.5,20.7,33.1
2018-07-08,DW,10:25,QW,Tv,T,BMWD,50,35,25.2,35.9
2018-07-08,DW,10:30,QW,Tv,T,BMWD,25,Os,Os,Os
2018-07-08,DW,10:35,St,Fo,T,BMWD,25,Os,Os,Os
2018-07-08,DW,10:40,St,RE,T,BMWD,25,Os,Os,Os
2018-07-08,DW,10:45,Ly,RE,T,BMWD,25,Os,Os,Os
2018-07-08,DW,10:50,QW,Fo,T,WD,25,Os,Os,Os
2018-07-08,DW,10:55,St,Fo,T,WD,25,Os,Os,Os
2018-07-08,DW,11:00,Os,Fo,T,WD,25,Os,Os,Os
2018-07-08,DW,11:05,St,RE,A,WD,25,Os,Os,Os
2018-07-08,DW,11:10,St,RE,A,WD,25,Os,Os,Os
2018-07-08,DW,11:15,St,RE,A,WD,25,Os,Os,Os
2018-07-08,DW,11:20,St,RE,A,WD,25,Os,Os,Os
2018-07-08,DW,11:25,QW,So,T,WD,25,Os,Os,Os
2018-07-08,DW,11:30,QW,Tv,T,WD,25,Os,Os,Os
2018-07-08,DW,11:34,BpS,Tv,T,WD,25,32.1,27.1,36.7
2018-07-08,DW,11:40,St,RE,A,WD,25,Os,Os,Os
2018-07-08,DW,11:45,Ly,So,T,WD,25,Os,Os,Os
2018-07-08,DW,11:50,QS,So,T,WD,50,35.3,27.1,35.3
2018-07-08,DW,11:55,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-08,DW,12:00,QW,Tv,T,WD,25,Os,Os,Os
2018-07-08,MI,12:06,St,Fo,A,WD,25,32,23.8,33
2018-07-08,MI,12:10,St,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,12:15,St,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,12:20,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-08,MI,12:25,Ly,RE,A,WD,0,Os,Os,Os
2018-07-08,MI,12:32,St,RE,A,WD,0,32.9,25.5,33.9
2018-07-08,MI,12:35,Ly,RE,A,WD,0,Os,Os,Os
2018-07-08,MI,12:40,Ly,RE,A,WD,0,Os,Os,Os
2018-07-08,MI,12:45,Ly,RE,A,WD,0,Os,Os,Os
2018-07-08,MI,12:50,Ly,RE,A,WD,0,Os,Os,Os
2018-07-08,MI,12:55,St,RE,A,WD,25,33,27.5,34.9
2018-07-08,MI,13:00,St,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,13:05,St,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,13:10,St,Fo,A,WD,25,34.4,28.5,36.4
2018-07-08,MI,13:15,St,Fo,A,WD,25,Os,Os,Os
2018-07-08,MI,13:20,St,RE,A,WD,25,33.9,26.4,34.8
2018-07-08,MI,13:25,St,RE,A,WD,25,33.8,26.5,34.5
2018-07-08,MI,13:30,Ly,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,13:35,Ly,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,13:40,St,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,13:45,St,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,13:50,Ly,RE,T,WD,0,Os,Os,Os
2018-07-08,MI,13:55,Ly,RE,T,WD,0,Os,Os,Os
2018-07-08,MI,14:00,Ly,RE,T,WD,0,Os,Os,Os
2018-07-08,MI,14:05,Ly,RE,T,WD,0,Os,Os,Os
2018-07-08,MI,14:10,Ly,RE,T,WD,0,Os,Os,Os
2018-07-08,MI,14:15,St,So,T,WD,25,Os,Os,Os
2018-07-08,MI,14:20,St,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,14:25,QW,So,T,WD,25,Os,Os,Os
2018-07-08,MI,14:30,St,RE,T,WD,25,Os,Os,Os
2018-07-08,MI,14:35,Ly,RE,T,WD,25,Os,Os,Os
2018-07-08,MI,14:40,St,RE,T,WD,25,34,27.1,33.8
2018-07-08,MI,14:45,VC,Fo,A,WD,25,33,28.6,33.2
2018-07-08,MI,14:51,St,RE,T,GL,50,35.3,27.8,50.7
2018-07-08,MI,14:55,St,RE,T,GL,50,35.9,28.5,54.3
2018-07-08,MI,15:00,QW,Tv,T,WD,25,35.5,28.6,35.7
2018-07-08,MI,15:05,Ly,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,15:10,Ly,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,15:15,Ly,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,15:20,Ly,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,15:25,Ly,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,15:30,Ly,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,15:35,Ly,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,15:40,Ly,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,15:45,Ly,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,15:50,Ly,RE,A,WD,25,Os,Os,Os
2018-07-08,MI,15:55,Abp,Fo,T,WD,50,Os,Os,Os
2018-07-08,MI,16:00,St,RE,T,WD,25,Os,Os,Os
2018-07-08,MI,16:05,QM,Fo,A,WD,25,Os,Os,Os
2018-07-08,MI,16:10,QW,Tv,T,WD,50,36.2,29.2,41.9
2018-07-08,MI,16:15,QW,Tv,A,WD,50,36.2,28.1,36.9
2018-07-08,MI,16:20,QW,Tv,T,WD,50,36.1,29.1,37.2
2018-07-08,MI,16:25,St,Fo,T,WD,50,Os,Os,Os
2018-07-08,MI,16:28,QW,Tv,T,WD,50,34.2,27.4,34.9
2018-07-08,MI,16:35,St,RE,T,WD,50,Os,Os,Os
2018-07-08,MI,16:40,St,RE,T,WD,50,Os,Os,Os
2018-07-08,MI,16:45,St,RE,T,WD,50,Os,Os,Os
2018-07-08,MI,16:50,St,RE,T,WD,50,Os,Os,Os
2018-07-08,MI,16:55,QW,Tv,T,WD,50,Os,Os,Os
2018-07-08,MI,17:01,QW,Tv,T,WD,50,34.1,28,34.4
2018-07-08,MI,17:05,St,Fo,A,WD,50,Os,Os,Os
2018-07-08,MI,17:10,St,Fo,A,WD,50,Os,Os,Os
2018-07-08,MI,17:15,Os,Fo,A,WD,50,Os,Os,Os
2018-07-08,MI,17:20,QW,Fo,A,WD,50,Os,Os,Os
2018-07-08,MI,17:25,St,RE,A,WD,50,Os,Os,Os
2018-07-08,MI,17:29,QW,Tv,T,WD,50,34.7,29,35.5
2018-07-08,MI,17:33,BpW,So,T,WD,25,34.2,28.5,34.8
2018-07-08,MI,17:34,BpW,So,T,WD,25,34.3,28.1,35.8
2018-07-08,MI,17:40,St,Fo,A,WD,50,Os,Os,Os
2018-07-08,MI,17:45,VC,Tv,A,WD,25,Os,Os,Os
2018-07-08,MI,17:50,St,RE,T,WD,25,Os,Os,Os
2018-07-08,MI,17:55,QW,Tv,T,WD,25,Os,Os,Os
2018-07-08,MI,18:01,St,RE,A,WD,25,35.4,11.7,34.9
2018-07-08,MI,18:05,St,Fo,A,WD,25,35,8.9,34.4
2018-07-08,MI,18:07,QM,Fo,A,WD,25,34.3,9.1,35
2018-07-08,MI,18:10,St,Fo,A,WD,25,Os,Os,Os
2018-07-08,MI,18:15,VC,Tv,A,WD,25,34.3,28.7,35
2018-07-08,MI,18:16,VC,Tv,A,WD,25,34.4,29,34.4
2018-07-10,LT,6:50,QW,Tv,T,WD,0,29.7,22.7,30.5
2018-07-10,LT,6:55,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-10,LT,7:00,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-10,LT,7:05,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-10,LT,7:10,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-10,LT,7:15,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-10,LT,7:20,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-10,LT,7:25,Ly,RE,T,WD,0,Os,Os,Os
2018-07-10,LT,7:30,Ly,RE,T,WD,0,Os,Os,Os
2018-07-10,LT,7:35,Ly,RE,T,WD,0,Os,Os,Os
2018-07-10,LT,7:40,Ly,RE,T,WD,0,Os,Os,Os
2018-07-10,LT,7:45,Ly,RE,T,WD,0,Os,Os,Os
2018-07-10,LT,7:50,Ly,RE,T,WD,0,Os,Os,Os
2018-07-10,LT,7:55,Ly,RE,T,WD,0,Os,Os,Os
2018-07-10,LT,8:00,Ly,RE,T,WD,0,Os,Os,Os
2018-07-10,LT,8:05,Ly,RE,T,WD,0,Os,Os,Os
2018-07-10,LT,8:10,St,RE,T,WD,0,Os,Os,Os
2018-07-10,LT,8:15,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-10,LT,8:20,QW,So,T,WD,0,Os,Os,Os
2018-07-10,LT,8:25,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-10,LT,8:31,QW,Tv,T,WD,25,32.2,23.4,32
2018-07-10,LT,8:35,St,RE,T,WD,0,Os,Os,Os
2018-07-10,LT,8:40,St,RE,T,WD,0,Os,Os,Os
